Gene,Non-unique Gene name,Annotation,No. isolates
Cluster_18401,,,88
Cluster_8638,,,88
Cluster_17544,,,88
Cluster_13352,,,88
Cluster_18707,,,88
Cluster_14029,,,87
Cluster_19668,,,87
Cluster_3669,,,87
Cluster_16480,,,87
Cluster_11776,,,86
Cluster_18980,,,86
Cluster_244,,,86
Cluster_15561,,,85
Cluster_12404,,,85
Cluster_11404,,,85
Cluster_20137,,,85
Cluster_10758,,,84
Cluster_14550,,,84
Cluster_3282,,,84
Cluster_12655,,,84
Cluster_2098,,,84
Cluster_585,,,83
Cluster_676,,,83
Cluster_17463,,,83
Cluster_9269,,,83
Cluster_20956,,,83
Cluster_7034,,,82
Cluster_10763,,,82
Cluster_8790,,,82
Cluster_14317,,,81
Cluster_17104,,,81
Cluster_12771,,,81
Cluster_17550,,,80
Cluster_2944,,,80
Cluster_3427,,,80
Cluster_6179,,,80
Cluster_8252,,,80
Cluster_10522,,,79
Cluster_11010,,,79
Cluster_10729,,,79
Cluster_11768,,,78
Cluster_9773,,,78
Cluster_16489,,,78
Cluster_21169,,,78
Cluster_15815,,,78
Cluster_14793,,,78
Cluster_13102,,,78
Cluster_1051,,,78
Cluster_4398,,,78
Cluster_9323,,,77
Cluster_6580,,,77
Cluster_12292,,,77
Cluster_15433,,,77
Cluster_7032,,,77
Cluster_18810,,,77
Cluster_8402,,,77
Cluster_11881,,,77
Cluster_12596,,,76
Cluster_14668,,,76
Cluster_14612,,,76
Cluster_9564,,,76
Cluster_15562,,,76
Cluster_4906,,,76
Cluster_19465,,,76
Cluster_6559,,,75
Cluster_15437,,,75
Cluster_7407,,,74
Cluster_12595,,,74
Cluster_17206,,,74
Cluster_8977,,,74
Cluster_1233,,,74
Cluster_12003,,,73
Cluster_3088,,,73
Cluster_4417,,,73
Cluster_22280,,,73
Cluster_2324,,,73
Cluster_4595,,,72
Cluster_10787,,,72
Cluster_20858,,,72
Cluster_4554,,,72
Cluster_5311,,,72
Cluster_8639,,,72
Cluster_20143,,,72
Cluster_10304,,,71
Cluster_9720,,,71
Cluster_19616,,,71
Cluster_20057,,,71
Cluster_12503,,,71
Cluster_2553,,,71
Cluster_673,,,71
Cluster_17537,,,71
Cluster_21273,,,71
Cluster_15968,,,71
Cluster_17984,,,71
Cluster_1785,,,71
Cluster_20355,,,71
Cluster_19274,,,71
Cluster_9448,,,71
Cluster_11706,,,70
Cluster_3285,,,70
Cluster_10455,,,70
Cluster_17547,,,70
Cluster_3794,,,70
Cluster_19868,,,70
Cluster_21675,,,70
Cluster_606,,,70
Cluster_19285,,,70
Cluster_5850,,,70
Cluster_14221,,,69
Cluster_21809,,,69
Cluster_21083,,,69
Cluster_13643,,,69
Cluster_3678,,,69
Cluster_10673,,,69
Cluster_7809,,,69
Cluster_7896,,,69
Cluster_11608,,,69
Cluster_15921,,,69
Cluster_17111,,,69
Cluster_15429,,,69
Cluster_17869,,,69
Cluster_22399,,,69
Cluster_13410,,,68
Cluster_16923,,,68
Cluster_9607,,,68
Cluster_1025,,,68
Cluster_14966,,,68
Cluster_17106,,,68
Cluster_18817,,,68
Cluster_9898,,,68
Cluster_18195,,,68
Cluster_2092,,,68
Cluster_20450,,,68
Cluster_20964,,,68
Cluster_6178,,,67
Cluster_17056,,,67
Cluster_18965,,,67
Cluster_13971,,,67
Cluster_13218,,,67
Cluster_2947,,,67
Cluster_16777,,,67
Cluster_577,,,67
Cluster_6537,,,67
Cluster_15970,,,66
Cluster_1199,,,66
Cluster_19617,,,66
Cluster_12511,,,66
Cluster_7982,,,66
Cluster_17901,,,66
Cluster_19955,,,66
Cluster_9698,,,66
Cluster_1564,,,65
Cluster_9077,,,65
Cluster_2175,,,65
Cluster_781,,,65
Cluster_21718,,,65
Cluster_14926,,,65
Cluster_10128,,,64
Cluster_12679,,,64
Cluster_15814,,,64
Cluster_19097,,,64
Cluster_13786,,,64
Cluster_19571,,,64
Cluster_20154,,,64
Cluster_6766,,,64
Cluster_1491,,,64
Cluster_6158,,,64
Cluster_4150,,,64
Cluster_1510,,,64
Cluster_16588,,,64
Cluster_5366,,,64
Cluster_4285,,,64
Cluster_20051,,,63
Cluster_8110,,,63
Cluster_12485,,,63
Cluster_21091,,,63
Cluster_7892,,,63
Cluster_5225,,,63
Cluster_13955,,,63
Cluster_9013,,,63
Cluster_15681,,,63
Cluster_3709,,,63
Cluster_20566,,,63
Cluster_12975,,,63
Cluster_10558,,,62
Cluster_7605,,,62
Cluster_22393,,,62
Cluster_18512,,,62
Cluster_21270,,,62
Cluster_18032,,,62
Cluster_1125,,,62
Cluster_2563,,,62
Cluster_2901,,,62
Cluster_8071,,,62
Cluster_18181,,,62
Cluster_12083,,,62
Cluster_22017,,,61
Cluster_21269,,,61
Cluster_3627,,,61
Cluster_20170,,,61
Cluster_21913,,,61
Cluster_12466,,,61
Cluster_5028,,,61
Cluster_1079,,,61
Cluster_15352,,,61
Cluster_3764,,,61
Cluster_19766,,,61
Cluster_12661,,,61
Cluster_15559,,,60
Cluster_8784,,,60
Cluster_21171,,,60
Cluster_5731,,,60
Cluster_916,,,60
Cluster_17561,,,60
Cluster_9915,,,60
Cluster_13289,,,60
Cluster_7336,,,60
Cluster_14448,,,60
Cluster_7967,,,60
Cluster_7309,,,59
Cluster_19870,,,59
Cluster_523,,,59
Cluster_123,,,59
Cluster_19954,,,59
Cluster_961,,,59
Cluster_641,,,59
Cluster_4001,,,59
Cluster_9813,,,59
Cluster_6532,,,59
Cluster_9913,,,59
Cluster_11063,,,59
Cluster_11970,,,59
Cluster_6529,,,59
Cluster_857,,,58
Cluster_8307,,,58
Cluster_22298,,,58
Cluster_1597,,,58
Cluster_14558,,,58
Cluster_9964,,,58
Cluster_6214,,,58
Cluster_7895,,,58
Cluster_14275,,,57
Cluster_2439,,,57
Cluster_11108,,,57
Cluster_6528,,,57
Cluster_4381,,,57
Cluster_3391,,,57
Cluster_6307,,,57
Cluster_17373,,,57
Cluster_2236,,,57
Cluster_19310,,,57
Cluster_187,,,57
Cluster_1249,,,56
Cluster_15560,,,56
Cluster_10489,,,56
Cluster_15354,,,56
Cluster_9886,,,56
Cluster_22278,,,56
Cluster_6634,,,56
Cluster_12150,,,56
Cluster_13638,,,56
Cluster_1326,,,56
Cluster_7003,,,56
Cluster_5195,,,56
Cluster_19475,,,56
Cluster_6945,,,56
Cluster_11611,,,55
Cluster_17113,,,55
Cluster_17022,,,55
Cluster_6171,,,55
Cluster_18415,,,55
Cluster_5091,,,55
Cluster_19981,,,55
Cluster_12402,,,55
Cluster_21815,,,55
Cluster_15434,,,55
Cluster_19278,,,54
Cluster_3430,,,54
Cluster_3943,,,54
Cluster_18713,,,54
Cluster_21190,,,54
Cluster_10453,,,54
Cluster_10810,,,54
Cluster_21272,,,54
Cluster_20961,,,53
Cluster_1464,,,53
Cluster_22560,,,53
Cluster_20455,,,53
Cluster_2732,,,53
Cluster_18704,,,53
Cluster_13118,,,53
Cluster_15004,,,53
Cluster_15376,,,53
Cluster_12964,,,53
Cluster_17466,,,53
Cluster_7134,,,53
Cluster_7075,,,53
Cluster_5356,,,53
Cluster_7524,,,53
Cluster_19292,,,53
Cluster_20058,,,53
Cluster_2838,,,53
Cluster_6771,,,53
Cluster_18714,,,53
Cluster_16785,,,53
Cluster_14419,,,53
Cluster_9655,,,53
Cluster_1970,,,53
Cluster_8253,,,53
Cluster_5658,,,52
Cluster_9233,,,52
Cluster_20461,,,52
Cluster_11156,,,52
Cluster_17874,,,52
Cluster_14863,,,52
Cluster_8038,,,52
Cluster_4166,,,52
Cluster_19866,,,52
Cluster_14059,,,52
Cluster_4884,,,52
Cluster_4878,,,52
Cluster_5074,,,52
Cluster_13216,,,52
Cluster_10599,,,52
Cluster_3465,,,52
Cluster_9528,,,51
Cluster_20872,,,51
Cluster_9236,,,51
Cluster_6088,,,51
Cluster_8708,,,51
Cluster_10075,,,51
Cluster_4064,,,51
Cluster_12877,,,51
Cluster_19466,,,51
Cluster_6458,,,51
Cluster_12051,,,51
Cluster_4721,,,51
Cluster_19777,,,51
Cluster_6637,,,51
Cluster_2408,,,51
Cluster_20759,,,51
Cluster_14458,,,51
Cluster_3916,,,51
Cluster_8823,,,51
Cluster_13095,,,51
Cluster_4753,,,51
Cluster_1524,,,50
Cluster_20397,,,50
Cluster_9207,,,50
Cluster_1514,,,50
Cluster_2142,,,50
Cluster_13905,,,50
Cluster_7102,,,49
Cluster_3685,,,49
Cluster_9808,,,49
Cluster_11769,,,49
Cluster_4813,,,49
Cluster_22537,,,49
Cluster_1188,,,49
Cluster_20309,,,49
Cluster_12977,,,49
Cluster_12421,,,49
Cluster_18519,,,48
Cluster_4876,,,48
Cluster_15679,,,48
Cluster_12592,,,48
Cluster_22030,,,48
Cluster_14684,,,48
Cluster_19268,,,48
Cluster_1825,,,48
Cluster_19689,,,48
Cluster_16774,,,48
Cluster_3679,,,48
Cluster_15754,,,48
Cluster_18434,,,48
Cluster_640,,,48
Cluster_19146,,,48
Cluster_5849,,,48
Cluster_1006,,,48
Cluster_14883,,,48
Cluster_14792,,,48
Cluster_12294,,,48
Cluster_14154,,,48
Cluster_11227,,,48
Cluster_14672,,,48
Cluster_10986,,,48
Cluster_18799,,,47
Cluster_16949,,,47
Cluster_8793,,,47
Cluster_3067,,,47
Cluster_2978,,,47
Cluster_9978,,,47
Cluster_3271,,,47
Cluster_67,,,47
Cluster_11011,,,47
Cluster_1965,,,47
Cluster_8532,,,47
Cluster_865,,,46
Cluster_10177,,,46
Cluster_9416,,,46
Cluster_18029,,,46
Cluster_6132,,,46
Cluster_12921,,,46
Cluster_20476,,,46
Cluster_1189,,,46
Cluster_7866,,,46
Cluster_18530,,,46
Cluster_16063,,,46
Cluster_17875,,,46
Cluster_2608,,,46
Cluster_2750,,,46
Cluster_16422,,,46
Cluster_18724,,,46
Cluster_13150,,,46
Cluster_6439,,,46
Cluster_4401,,,46
Cluster_21170,,,46
Cluster_17667,,,46
Cluster_497,,,46
Cluster_20050,,,46
Cluster_3190,,,46
Cluster_7614,,,46
Cluster_7001,,,45
Cluster_18876,,,45
Cluster_4101,,,45
Cluster_7884,,,45
Cluster_21172,,,45
Cluster_19266,,,45
Cluster_15232,,,45
Cluster_13694,,,45
Cluster_367,,,45
Cluster_15499,,,45
Cluster_16409,,,45
Cluster_8750,,,45
Cluster_11890,,,45
Cluster_6690,,,45
Cluster_2247,,,45
Cluster_14326,,,45
Cluster_2748,,,45
Cluster_16562,,,45
Cluster_16315,,,45
Cluster_9352,,,44
Cluster_7933,,,44
Cluster_16196,,,44
Cluster_21404,,,44
Cluster_8378,,,44
Cluster_15238,,,44
Cluster_16139,,,44
Cluster_12172,,,44
Cluster_8490,,,44
Cluster_9763,,,44
Cluster_19889,,,44
Cluster_4722,,,44
Cluster_5998,,,44
Cluster_18155,,,44
Cluster_2701,,,44
Cluster_848,,,44
Cluster_16954,,,44
Cluster_22534,,,43
Cluster_22404,,,43
Cluster_22421,,,43
Cluster_9042,,,43
Cluster_11610,,,43
Cluster_16552,,,43
Cluster_10849,,,43
Cluster_18789,,,43
Cluster_21930,,,43
Cluster_6308,,,43
Cluster_9702,,,43
Cluster_16732,,,43
Cluster_1382,,,43
Cluster_5250,,,43
Cluster_3609,,,43
Cluster_18000,,,43
Cluster_17695,,,43
Cluster_13796,,,43
Cluster_19381,,,43
Cluster_21928,,,43
Cluster_1968,,,43
Cluster_18613,,,43
Cluster_879,,,42
Cluster_19600,,,42
Cluster_11950,,,42
Cluster_2832,,,42
Cluster_13891,,,42
Cluster_17634,,,42
Cluster_7645,,,42
Cluster_15013,,,42
Cluster_19353,,,42
Cluster_21084,,,42
Cluster_15293,,,42
Cluster_8668,,,42
Cluster_11351,,,42
Cluster_740,,,42
Cluster_12589,,,42
Cluster_20769,,,42
Cluster_13908,,,42
Cluster_14615,,,42
Cluster_2504,,,42
Cluster_13729,,,42
Cluster_2845,,,42
Cluster_16675,,,42
Cluster_17536,,,42
Cluster_6691,,,42
Cluster_1883,,,41
Cluster_10568,,,41
Cluster_14208,,,41
Cluster_11922,,,41
Cluster_5872,,,41
Cluster_7447,,,41
Cluster_16706,,,41
Cluster_4751,,,41
Cluster_1178,,,41
Cluster_11684,,,41
Cluster_18242,,,41
Cluster_22125,,,41
Cluster_8286,,,41
Cluster_7774,,,41
Cluster_4492,,,41
Cluster_1906,,,41
Cluster_6615,,,41
Cluster_13804,,,41
Cluster_6182,,,41
Cluster_6218,,,41
Cluster_4011,,,41
Cluster_1345,,,41
Cluster_21267,,,40
Cluster_20641,,,40
Cluster_21537,,,40
Cluster_6703,,,40
Cluster_4,,,40
Cluster_5774,,,40
Cluster_21536,,,40
Cluster_3010,,,40
Cluster_4502,,,40
Cluster_4027,,,40
Cluster_12261,,,40
Cluster_736,,,40
Cluster_4455,,,40
Cluster_5372,,,40
Cluster_1091,,,40
Cluster_669,,,40
Cluster_18902,,,40
Cluster_16862,,,40
Cluster_10443,,,40
Cluster_3612,,,40
Cluster_16639,,,40
Cluster_15495,,,40
Cluster_9731,,,40
Cluster_9308,,,40
Cluster_22155,,,39
Cluster_8976,,,39
Cluster_17604,,,39
Cluster_6694,,,39
Cluster_14033,,,39
Cluster_9712,,,39
Cluster_1297,,,39
Cluster_13668,,,39
Cluster_11953,,,39
Cluster_7865,,,39
Cluster_13049,,,39
Cluster_12980,,,39
Cluster_2235,,,39
Cluster_19767,,,39
Cluster_6511,,,39
Cluster_5820,,,39
Cluster_20772,,,39
Cluster_22240,,,39
Cluster_13157,,,39
Cluster_20870,,,39
Cluster_9603,,,39
Cluster_17199,,,39
Cluster_17868,,,39
Cluster_17479,,,39
Cluster_14083,,,39
Cluster_18868,,,39
Cluster_87,,,38
Cluster_8155,,,38
Cluster_3233,,,38
Cluster_6748,,,38
Cluster_9994,,,38
Cluster_10994,,,38
Cluster_6213,,,38
Cluster_12664,,,38
Cluster_10597,,,38
Cluster_20865,,,38
Cluster_700,,,38
Cluster_17829,,,38
Cluster_501,,,38
Cluster_6239,,,38
Cluster_14922,,,38
Cluster_9312,,,38
Cluster_8259,,,38
Cluster_4042,,,38
Cluster_19282,,,38
Cluster_19062,,,38
Cluster_13293,,,38
Cluster_19957,,,38
Cluster_22196,,,38
Cluster_20250,,,38
Cluster_18243,,,38
Cluster_20106,,,38
Cluster_19168,,,38
Cluster_22254,,,38
Cluster_13411,,,37
Cluster_5180,,,37
Cluster_21320,,,37
Cluster_21749,,,37
Cluster_21293,,,37
Cluster_3119,,,37
Cluster_8028,,,37
Cluster_14611,,,37
Cluster_5049,,,37
Cluster_1855,,,37
Cluster_20376,,,37
Cluster_7342,,,37
Cluster_18345,,,37
Cluster_19661,,,37
Cluster_5524,,,37
Cluster_6237,,,37
Cluster_20473,,,37
Cluster_8112,,,37
Cluster_17116,,,37
Cluster_12212,,,37
Cluster_22028,,,37
Cluster_998,,,37
Cluster_3357,,,37
Cluster_18157,,,37
Cluster_14888,,,37
Cluster_7314,,,37
Cluster_1735,,,37
Cluster_15805,,,37
Cluster_254,,,37
Cluster_3538,,,37
Cluster_6638,,,37
Cluster_18890,,,37
Cluster_16716,,,36
Cluster_5379,,,36
Cluster_21807,,,36
Cluster_21570,,,36
Cluster_12659,,,36
Cluster_19621,,,36
Cluster_14210,,,36
Cluster_13474,,,36
Cluster_8273,,,36
Cluster_21295,,,36
Cluster_17703,,,36
Cluster_17627,,,36
Cluster_12197,,,36
Cluster_1899,,,36
Cluster_8756,,,36
Cluster_15802,,,36
Cluster_20857,,,36
Cluster_12433,,,36
Cluster_8251,,,36
Cluster_14091,,,36
Cluster_22291,,,36
Cluster_15118,,,36
Cluster_19679,,,36
Cluster_13412,,,36
Cluster_10765,,,36
Cluster_17380,,,36
Cluster_21531,,,36
Cluster_8377,,,36
Cluster_5014,,,36
Cluster_5823,,,36
Cluster_15800,,,36
Cluster_19971,,,36
Cluster_11413,,,36
Cluster_20572,,,36
Cluster_3316,,,36
Cluster_4170,,,36
Cluster_13165,,,35
Cluster_8471,,,35
Cluster_3620,,,35
Cluster_12601,,,35
Cluster_20500,,,35
Cluster_15695,,,35
Cluster_4829,,,35
Cluster_20356,,,35
Cluster_8978,,,35
Cluster_6797,,,35
Cluster_2733,,,35
Cluster_6210,,,35
Cluster_13915,,,35
Cluster_13310,,,35
Cluster_4705,,,35
Cluster_10591,,,35
Cluster_5337,,,35
Cluster_21192,,,35
Cluster_5915,,,35
Cluster_7450,,,35
Cluster_19999,,,35
Cluster_15357,,,35
Cluster_18156,,,35
Cluster_18454,,,35
Cluster_14149,,,35
Cluster_19721,,,35
Cluster_1869,,,35
Cluster_9649,,,35
Cluster_11531,,,34
Cluster_12148,,,34
Cluster_14791,,,34
Cluster_7004,,,34
Cluster_22034,,,34
Cluster_16038,,,34
Cluster_22287,,,34
Cluster_12713,,,34
Cluster_18748,,,34
Cluster_19975,,,34
Cluster_21808,,,34
Cluster_17028,,,34
Cluster_22181,,,34
Cluster_7739,,,34
Cluster_11705,,,34
Cluster_19128,,,34
Cluster_12007,,,34
Cluster_20294,,,34
Cluster_18816,,,34
Cluster_322,,,34
Cluster_4734,,,34
Cluster_1383,,,34
Cluster_14605,,,34
Cluster_18975,,,34
Cluster_14321,,,34
Cluster_16715,,,34
Cluster_12559,,,34
Cluster_642,,,34
Cluster_19441,,,34
Cluster_18523,,,34
Cluster_2436,,,33
Cluster_7532,,,33
Cluster_11722,,,33
Cluster_3269,,,33
Cluster_16447,,,33
Cluster_3524,,,33
Cluster_5543,,,33
Cluster_10939,,,33
Cluster_4396,,,33
Cluster_6045,,,33
Cluster_19166,,,33
Cluster_18867,,,33
Cluster_17782,,,33
Cluster_5644,,,33
Cluster_7421,,,33
Cluster_21812,,,33
Cluster_266,,,33
Cluster_9996,,,33
Cluster_6482,,,33
Cluster_14034,,,33
Cluster_10525,,,33
Cluster_5772,,,33
Cluster_18697,,,33
Cluster_15347,,,33
Cluster_428,,,33
Cluster_9234,,,33
Cluster_21163,,,33
Cluster_5717,,,33
Cluster_10672,,,33
Cluster_14324,,,33
Cluster_14329,,,33
Cluster_12255,,,33
Cluster_18822,,,33
Cluster_4379,,,33
Cluster_5995,,,33
Cluster_13616,,,33
Cluster_18038,,,33
Cluster_15231,,,33
Cluster_4380,,,33
Cluster_6109,,,33
Cluster_7688,,,33
Cluster_14603,,,33
Cluster_20472,,,32
Cluster_11312,,,32
Cluster_2026,,,32
Cluster_2878,,,32
Cluster_21480,,,32
Cluster_21290,,,32
Cluster_12660,,,32
Cluster_5164,,,32
Cluster_1812,,,32
Cluster_21189,,,32
Cluster_6190,,,32
Cluster_18518,,,32
Cluster_2738,,,32
Cluster_11456,,,32
Cluster_19664,,,32
Cluster_17385,,,32
Cluster_16644,,,32
Cluster_13097,,,32
Cluster_7042,,,32
Cluster_22394,,,32
Cluster_7936,,,32
Cluster_18509,,,32
Cluster_977,,,32
Cluster_11570,,,32
Cluster_11013,,,32
Cluster_9279,,,32
Cluster_15685,,,32
Cluster_10262,,,32
Cluster_8578,,,32
Cluster_11952,,,32
Cluster_20366,,,32
Cluster_3335,,,32
Cluster_20877,,,32
Cluster_13476,,,32
Cluster_5050,,,32
Cluster_19576,,,32
Cluster_16060,,,32
Cluster_8782,,,32
Cluster_8359,,,32
Cluster_2083,,,32
Cluster_21924,,,32
Cluster_19674,,,32
Cluster_20582,,,32
Cluster_15351,,,32
Cluster_8468,,,32
Cluster_8933,,,32
Cluster_14279,,,32
Cluster_43,,,32
Cluster_2107,,,32
Cluster_14489,,,32
Cluster_7031,,,31
Cluster_15635,,,31
Cluster_2821,,,31
Cluster_11716,,,31
Cluster_16116,,,31
Cluster_362,,,31
Cluster_2854,,,31
Cluster_13055,,,31
Cluster_13615,,,31
Cluster_4856,,,31
Cluster_20526,,,31
Cluster_3576,,,31
Cluster_14027,,,31
Cluster_4372,,,31
Cluster_6998,,,31
Cluster_15180,,,31
Cluster_19158,,,31
Cluster_3203,,,31
Cluster_16789,,,31
Cluster_15261,,,31
Cluster_10059,,,31
Cluster_677,,,31
Cluster_2905,,,31
Cluster_6506,,,31
Cluster_19996,,,31
Cluster_1244,,,31
Cluster_3931,,,31
Cluster_13396,,,31
Cluster_15690,,,31
Cluster_12109,,,31
Cluster_7074,,,31
Cluster_16429,,,31
Cluster_5732,,,31
Cluster_5665,,,31
Cluster_14028,,,31
Cluster_19773,,,31
Cluster_16207,,,31
Cluster_7811,,,31
Cluster_14036,,,31
Cluster_21671,,,31
Cluster_10851,,,31
Cluster_9653,,,31
Cluster_8935,,,31
Cluster_14272,,,31
Cluster_15298,,,31
Cluster_1444,,,31
Cluster_5896,,,31
Cluster_150,,,31
Cluster_3024,,,31
Cluster_12291,,,31
Cluster_13960,,,31
Cluster_7810,,,31
Cluster_9067,,,31
Cluster_7630,,,31
Cluster_9973,,,30
Cluster_7411,,,30
Cluster_7550,,,30
Cluster_12413,,,30
Cluster_2351,,,30
Cluster_20269,,,30
Cluster_16958,,,30
Cluster_12256,,,30
Cluster_14282,,,30
Cluster_13046,,,30
Cluster_18160,,,30
Cluster_12407,,,30
Cluster_14141,,,30
Cluster_16119,,,30
Cluster_17461,,,30
Cluster_11210,,,30
Cluster_21204,,,30
Cluster_10306,,,30
Cluster_10524,,,30
Cluster_10494,,,30
Cluster_17387,,,30
Cluster_15684,,,30
Cluster_10850,,,30
Cluster_18618,,,30
Cluster_9729,,,30
Cluster_16737,,,30
Cluster_22446,,,30
Cluster_14695,,,30
Cluster_19603,,,30
Cluster_7542,,,30
Cluster_13459,,,30
Cluster_10300,,,30
Cluster_11770,,,30
Cluster_8930,,,30
Cluster_16863,,,30
Cluster_18277,,,30
Cluster_14704,,,30
Cluster_12774,,,30
Cluster_21280,,,30
Cluster_20322,,,30
Cluster_16417,,,30
Cluster_21279,,,30
Cluster_10119,,,30
Cluster_21258,,,30
Cluster_16652,,,30
Cluster_621,,,30
Cluster_16127,,,30
Cluster_10377,,,30
Cluster_2435,,,30
Cluster_19417,,,30
Cluster_13619,,,30
Cluster_8568,,,30
Cluster_18614,,,30
Cluster_18887,,,30
Cluster_5392,,,30
Cluster_19570,,,30
Cluster_2307,,,29
Cluster_11375,,,29
Cluster_17286,,,29
Cluster_12925,,,29
Cluster_6442,,,29
Cluster_11467,,,29
Cluster_18892,,,29
Cluster_21568,,,29
Cluster_10762,,,29
Cluster_6943,,,29
Cluster_4604,,,29
Cluster_22042,,,29
Cluster_17699,,,29
Cluster_22269,,,29
Cluster_1296,,,29
Cluster_8539,,,29
Cluster_3491,,,29
Cluster_20665,,,29
Cluster_21680,,,29
Cluster_14686,,,29
Cluster_8117,,,29
Cluster_1405,,,29
Cluster_5391,,,29
Cluster_7608,,,29
Cluster_20978,,,29
Cluster_5848,,,29
Cluster_15359,,,29
Cluster_10570,,,29
Cluster_10029,,,29
Cluster_16787,,,29
Cluster_20968,,,29
Cluster_20477,,,29
Cluster_630,,,29
Cluster_10355,,,29
Cluster_21810,,,29
Cluster_18977,,,29
Cluster_5022,,,29
Cluster_22294,,,29
Cluster_539,,,29
Cluster_14048,,,29
Cluster_14407,,,29
Cluster_12196,,,29
Cluster_17756,,,29
Cluster_21288,,,29
Cluster_6944,,,29
Cluster_9609,,,29
Cluster_16713,,,29
Cluster_4684,,,29
Cluster_17378,,,29
Cluster_14517,,,29
Cluster_4313,,,29
Cluster_20064,,,29
Cluster_173,,,29
Cluster_17138,,,29
Cluster_10740,,,29
Cluster_7633,,,29
Cluster_12052,,,29
Cluster_8445,,,29
Cluster_13912,,,29
Cluster_10842,,,29
Cluster_6910,,,29
Cluster_14872,,,29
Cluster_15362,,,29
Cluster_19163,,,29
Cluster_7271,,,28
Cluster_21564,,,28
Cluster_9389,,,28
Cluster_1278,,,28
Cluster_20470,,,28
Cluster_11417,,,28
Cluster_15888,,,28
Cluster_4774,,,28
Cluster_21966,,,28
Cluster_19587,,,28
Cluster_4739,,,28
Cluster_7037,,,28
Cluster_3611,,,28
Cluster_12414,,,28
Cluster_4153,,,28
Cluster_22557,,,28
Cluster_8115,,,28
Cluster_11551,,,28
Cluster_22535,,,28
Cluster_19970,,,28
Cluster_20985,,,28
Cluster_9847,,,28
Cluster_3536,,,28
Cluster_5830,,,28
Cluster_15301,,,28
Cluster_11605,,,28
Cluster_3913,,,28
Cluster_12424,,,28
Cluster_8569,,,28
Cluster_6404,,,28
Cluster_20764,,,28
Cluster_4629,,,28
Cluster_13354,,,28
Cluster_109,,,28
Cluster_15306,,,28
Cluster_14929,,,28
Cluster_14499,,,28
Cluster_15821,,,28
Cluster_18460,,,28
Cluster_1305,,,28
Cluster_1549,,,28
Cluster_16344,,,28
Cluster_885,,,28
Cluster_18183,,,28
Cluster_10352,,,28
Cluster_7500,,,28
Cluster_19779,,,28
Cluster_18177,,,28
Cluster_16642,,,28
Cluster_5505,,,28
Cluster_8114,,,28
Cluster_4197,,,28
Cluster_766,,,28
Cluster_3780,,,28
Cluster_17377,,,28
Cluster_7101,,,28
Cluster_4583,,,28
Cluster_10023,,,28
Cluster_8856,,,28
Cluster_20752,,,28
Cluster_4677,,,27
Cluster_19272,,,27
Cluster_7684,,,27
Cluster_14206,,,27
Cluster_13407,,,27
Cluster_16558,,,27
Cluster_14934,,,27
Cluster_14952,,,27
Cluster_15914,,,27
Cluster_1443,,,27
Cluster_8720,,,27
Cluster_17701,,,27
Cluster_599,,,27
Cluster_8786,,,27
Cluster_10811,,,27
Cluster_760,,,27
Cluster_10030,,,27
Cluster_10774,,,27
Cluster_11205,,,27
Cluster_20866,,,27
Cluster_19362,,,27
Cluster_18051,,,27
Cluster_8927,,,27
Cluster_22547,,,27
Cluster_7344,,,27
Cluster_9423,,,27
Cluster_15785,,,27
Cluster_9356,,,27
Cluster_13078,,,27
Cluster_1511,,,27
Cluster_20638,,,27
Cluster_16649,,,27
Cluster_19372,,,27
Cluster_9048,,,27
Cluster_21800,,,27
Cluster_18271,,,27
Cluster_17861,,,27
Cluster_4517,,,27
Cluster_15565,,,27
Cluster_21193,,,27
Cluster_171,,,27
Cluster_6119,,,27
Cluster_20261,,,27
Cluster_2925,,,27
Cluster_12539,,,27
Cluster_2606,,,27
Cluster_6893,,,27
Cluster_13291,,,27
Cluster_18321,,,27
Cluster_22422,,,27
Cluster_1050,,,27
Cluster_891,,,27
Cluster_14201,,,27
Cluster_9045,,,27
Cluster_8209,,,26
Cluster_12737,,,26
Cluster_20177,,,26
Cluster_15705,,,26
Cluster_16120,,,26
Cluster_3871,,,26
Cluster_17852,,,26
Cluster_12649,,,26
Cluster_2406,,,26
Cluster_17971,,,26
Cluster_4807,,,26
Cluster_17023,,,26
Cluster_9306,,,26
Cluster_18050,,,26
Cluster_15583,,,26
Cluster_16022,,,26
Cluster_8345,,,26
Cluster_14621,,,26
Cluster_6022,,,26
Cluster_86,,,26
Cluster_7070,,,26
Cluster_2751,,,26
Cluster_7442,,,26
Cluster_2666,,,26
Cluster_14862,,,26
Cluster_2740,,,26
Cluster_9427,,,26
Cluster_18882,,,26
Cluster_13669,,,26
Cluster_2503,,,26
Cluster_20792,,,26
Cluster_7535,,,26
Cluster_12250,,,26
Cluster_22166,,,26
Cluster_16557,,,26
Cluster_1531,,,26
Cluster_6002,,,26
Cluster_21684,,,26
Cluster_9681,,,26
Cluster_10226,,,26
Cluster_16997,,,26
Cluster_1367,,,26
Cluster_16419,,,26
Cluster_51,,,25
Cluster_4771,,,25
Cluster_12149,,,25
Cluster_9531,,,25
Cluster_7840,,,25
Cluster_5707,,,25
Cluster_20490,,,25
Cluster_17795,,,25
Cluster_12823,,,25
Cluster_7170,,,25
Cluster_5378,,,25
Cluster_18823,,,25
Cluster_21305,,,25
Cluster_8985,,,25
Cluster_1660,,,25
