Gene,Non-unique Gene name,Annotation,No. isolates
Cluster_16281,,,4
Cluster_13064,,,4
Cluster_18438,,,4
Cluster_10930,,,4
Cluster_13475,,,4
Cluster_15017,,,4
Cluster_3262,,,4
Cluster_15638,,,4
Cluster_21961,,,4
Cluster_6535,,,4
Cluster_11247,,,4
Cluster_15179,,,4
Cluster_3923,,,4
Cluster_1567,,,4
Cluster_18068,,,4
Cluster_4675,,,4
Cluster_16896,,,4
Cluster_6273,,,4
Cluster_12708,,,4
Cluster_4190,,,4
Cluster_3018,,,4
Cluster_11791,,,4
Cluster_20081,,,4
Cluster_6830,,,4
Cluster_10464,,,4
Cluster_13317,,,4
Cluster_20431,,,4
Cluster_757,,,4
Cluster_18073,,,4
Cluster_16287,,,4
Cluster_14520,,,4
Cluster_6115,,,4
Cluster_5172,,,4
Cluster_17193,,,4
Cluster_6617,,,4
Cluster_16683,,,4
Cluster_10846,,,4
Cluster_20091,,,4
Cluster_14394,,,4
Cluster_17426,,,4
Cluster_6339,,,4
Cluster_12723,,,4
Cluster_2493,,,4
Cluster_17162,,,4
Cluster_11592,,,4
Cluster_3686,,,4
Cluster_18927,,,4
Cluster_1290,,,4
Cluster_4624,,,4
Cluster_11085,,,4
Cluster_4737,,,4
Cluster_6624,,,4
Cluster_13319,,,4
Cluster_19918,,,4
Cluster_16650,,,4
Cluster_541,,,4
Cluster_9449,,,4
Cluster_9922,,,4
Cluster_8672,,,4
Cluster_11857,,,4
Cluster_13913,,,4
Cluster_15411,,,4
Cluster_17988,,,4
Cluster_11029,,,4
Cluster_20574,,,4
Cluster_18172,,,4
Cluster_4797,,,4
Cluster_9680,,,4
Cluster_8787,,,4
Cluster_11111,,,4
Cluster_14224,,,4
Cluster_443,,,4
Cluster_3505,,,4
Cluster_2046,,,4
Cluster_13864,,,4
Cluster_7136,,,4
Cluster_16590,,,4
Cluster_5279,,,4
Cluster_12224,,,4
Cluster_4060,,,4
Cluster_20695,,,4
Cluster_18479,,,4
Cluster_19222,,,4
Cluster_9292,,,4
Cluster_17220,,,4
Cluster_7264,,,4
Cluster_573,,,4
Cluster_19004,,,4
Cluster_22073,,,4
Cluster_15567,,,4
Cluster_5675,,,4
Cluster_6573,,,4
Cluster_17475,,,4
Cluster_12168,,,4
Cluster_12370,,,4
Cluster_13867,,,4
Cluster_19000,,,4
Cluster_16823,,,4
Cluster_17546,,,4
Cluster_923,,,4
Cluster_13935,,,4
Cluster_17587,,,4
Cluster_2492,,,4
Cluster_18929,,,4
Cluster_20025,,,4
Cluster_14572,,,4
Cluster_5897,,,4
Cluster_13074,,,4
Cluster_9090,,,4
Cluster_12127,,,4
Cluster_2454,,,4
Cluster_18354,,,4
Cluster_1525,,,4
Cluster_1822,,,4
Cluster_22023,,,4
Cluster_1758,,,4
Cluster_18318,,,4
Cluster_7345,,,4
Cluster_13326,,,4
Cluster_14776,,,4
Cluster_6810,,,4
Cluster_1570,,,4
Cluster_9575,,,4
Cluster_18749,,,4
Cluster_5589,,,4
Cluster_176,,,4
Cluster_8109,,,4
Cluster_19769,,,4
Cluster_7005,,,4
Cluster_22341,,,4
Cluster_20975,,,4
Cluster_13056,,,4
Cluster_13635,,,4
Cluster_22583,,,4
Cluster_2030,,,4
Cluster_9670,,,4
Cluster_9819,,,4
Cluster_22307,,,4
Cluster_16988,,,4
Cluster_6648,,,4
Cluster_5347,,,4
Cluster_4866,,,4
Cluster_10184,,,4
Cluster_6266,,,4
Cluster_5320,,,4
Cluster_5504,,,4
Cluster_14710,,,4
Cluster_8901,,,4
Cluster_6908,,,4
Cluster_8850,,,4
Cluster_12323,,,4
Cluster_10310,,,4
Cluster_6146,,,4
Cluster_17644,,,4
Cluster_336,,,4
Cluster_15592,,,4
Cluster_11132,,,4
Cluster_7200,,,4
Cluster_19335,,,4
Cluster_5288,,,4
Cluster_3712,,,4
Cluster_17233,,,4
Cluster_18571,,,4
Cluster_19701,,,4
Cluster_6212,,,4
Cluster_61,,,4
Cluster_10064,,,4
Cluster_18549,,,4
Cluster_20705,,,4
Cluster_1958,,,4
Cluster_3237,,,4
Cluster_19095,,,4
Cluster_759,,,4
Cluster_7845,,,4
Cluster_46,,,4
Cluster_4937,,,4
Cluster_22437,,,4
Cluster_7287,,,4
Cluster_9271,,,4
Cluster_7493,,,4
Cluster_15601,,,4
Cluster_5573,,,4
Cluster_6474,,,4
Cluster_18267,,,4
Cluster_776,,,4
Cluster_10381,,,4
Cluster_19027,,,4
Cluster_22416,,,4
Cluster_8583,,,4
Cluster_20898,,,4
Cluster_4522,,,4
Cluster_9776,,,4
Cluster_20277,,,4
Cluster_19183,,,4
Cluster_13201,,,4
Cluster_11984,,,4
Cluster_10933,,,4
Cluster_9218,,,4
Cluster_13318,,,4
Cluster_19009,,,4
Cluster_11384,,,4
Cluster_20568,,,4
Cluster_9424,,,4
Cluster_20056,,,4
Cluster_15023,,,4
Cluster_14147,,,4
Cluster_17478,,,4
Cluster_12028,,,4
Cluster_5467,,,4
Cluster_20001,,,4
Cluster_9240,,,4
Cluster_10280,,,4
Cluster_15708,,,4
Cluster_8348,,,4
Cluster_14060,,,4
Cluster_9020,,,4
Cluster_13007,,,4
Cluster_4541,,,4
Cluster_3148,,,4
Cluster_21589,,,4
Cluster_7870,,,4
Cluster_18829,,,4
Cluster_4308,,,4
Cluster_21442,,,4
Cluster_5565,,,4
Cluster_4362,,,4
Cluster_6772,,,4
Cluster_18472,,,4
Cluster_14806,,,4
Cluster_8689,,,4
Cluster_898,,,4
Cluster_5535,,,4
Cluster_9744,,,4
Cluster_3017,,,4
Cluster_3346,,,4
Cluster_8525,,,4
Cluster_3267,,,4
Cluster_10698,,,4
Cluster_3615,,,4
Cluster_5671,,,4
Cluster_1736,,,4
Cluster_3692,,,4
Cluster_13565,,,4
Cluster_21242,,,4
Cluster_16149,,,4
Cluster_3332,,,4
Cluster_13188,,,4
Cluster_8116,,,4
Cluster_15440,,,4
Cluster_8293,,,4
Cluster_7663,,,4
Cluster_8295,,,4
Cluster_21713,,,4
Cluster_19317,,,4
Cluster_9918,,,4
Cluster_9779,,,4
Cluster_10151,,,4
Cluster_10140,,,4
Cluster_3569,,,4
Cluster_7237,,,4
Cluster_11641,,,4
Cluster_18381,,,4
Cluster_8072,,,4
Cluster_7397,,,4
Cluster_20109,,,4
Cluster_18638,,,4
Cluster_8358,,,4
Cluster_15564,,,4
Cluster_2269,,,4
Cluster_13585,,,4
Cluster_18875,,,4
Cluster_13237,,,4
Cluster_17902,,,4
Cluster_16009,,,4
Cluster_2441,,,4
Cluster_9282,,,4
Cluster_21005,,,4
Cluster_17660,,,4
Cluster_4632,,,4
Cluster_8789,,,4
Cluster_22462,,,4
Cluster_20062,,,4
Cluster_13860,,,4
Cluster_16163,,,4
Cluster_18828,,,4
Cluster_7722,,,4
Cluster_3347,,,4
Cluster_19815,,,4
Cluster_5765,,,4
Cluster_9114,,,4
Cluster_11008,,,4
Cluster_15507,,,4
Cluster_572,,,4
Cluster_2709,,,4
Cluster_16228,,,4
Cluster_15715,,,4
Cluster_16423,,,4
Cluster_13054,,,4
Cluster_8333,,,4
Cluster_6334,,,4
Cluster_18255,,,4
Cluster_19174,,,3
Cluster_14884,,,3
Cluster_15021,,,3
Cluster_12946,,,3
Cluster_2692,,,3
Cluster_19684,,,3
Cluster_5884,,,3
Cluster_14334,,,3
Cluster_466,,,3
Cluster_4160,,,3
Cluster_21852,,,3
Cluster_21136,,,3
Cluster_5460,,,3
Cluster_4620,,,3
Cluster_6980,,,3
Cluster_6003,,,3
Cluster_18240,,,3
Cluster_17207,,,3
Cluster_22616,,,3
Cluster_11780,,,3
Cluster_21600,,,3
Cluster_11583,,,3
Cluster_14693,,,3
Cluster_8685,,,3
Cluster_15655,,,3
Cluster_9185,,,3
Cluster_19926,,,3
Cluster_17152,,,3
Cluster_789,,,3
Cluster_16311,,,3
Cluster_15020,,,3
Cluster_17970,,,3
Cluster_5455,,,3
Cluster_21133,,,3
Cluster_5323,,,3
Cluster_19969,,,3
Cluster_31,,,3
Cluster_7754,,,3
Cluster_22171,,,3
Cluster_7089,,,3
Cluster_21046,,,3
Cluster_18192,,,3
Cluster_10773,,,3
Cluster_5168,,,3
Cluster_11665,,,3
Cluster_16079,,,3
Cluster_7204,,,3
Cluster_14890,,,3
Cluster_4821,,,3
Cluster_20806,,,3
Cluster_13730,,,3
Cluster_6965,,,3
Cluster_2164,,,3
Cluster_18474,,,3
Cluster_15593,,,3
Cluster_4996,,,3
Cluster_5873,,,3
Cluster_1206,,,3
Cluster_2642,,,3
Cluster_21486,,,3
Cluster_4562,,,3
Cluster_787,,,3
Cluster_5768,,,3
Cluster_9997,,,3
Cluster_11869,,,3
Cluster_4786,,,3
Cluster_6581,,,3
Cluster_12724,,,3
Cluster_8157,,,3
Cluster_13824,,,3
Cluster_19204,,,3
Cluster_6562,,,3
Cluster_21403,,,3
Cluster_7429,,,3
Cluster_3726,,,3
Cluster_10077,,,3
Cluster_6441,,,3
Cluster_19208,,,3
Cluster_16160,,,3
Cluster_16657,,,3
Cluster_12133,,,3
Cluster_3135,,,3
Cluster_4691,,,3
Cluster_6817,,,3
Cluster_6161,,,3
Cluster_5957,,,3
Cluster_14509,,,3
Cluster_21021,,,3
Cluster_13625,,,3
Cluster_2303,,,3
Cluster_5742,,,3
Cluster_20608,,,3
Cluster_2462,,,3
Cluster_20344,,,3
Cluster_18475,,,3
Cluster_17337,,,3
Cluster_8509,,,3
Cluster_16392,,,3
Cluster_12366,,,3
Cluster_14832,,,3
Cluster_2391,,,3
Cluster_5940,,,3
Cluster_20275,,,3
Cluster_11270,,,3
Cluster_12663,,,3
Cluster_13851,,,3
Cluster_16670,,,3
Cluster_4284,,,3
Cluster_3512,,,3
Cluster_5291,,,3
Cluster_20837,,,3
Cluster_1070,,,3
Cluster_12209,,,3
Cluster_584,,,3
Cluster_14582,,,3
Cluster_9099,,,3
Cluster_21178,,,3
Cluster_18642,,,3
Cluster_8514,,,3
Cluster_17679,,,3
Cluster_20192,,,3
Cluster_1334,,,3
Cluster_2545,,,3
Cluster_312,,,3
Cluster_1657,,,3
Cluster_17584,,,3
Cluster_22324,,,3
Cluster_1560,,,3
Cluster_6044,,,3
Cluster_21348,,,3
Cluster_3248,,,3
Cluster_12890,,,3
Cluster_12898,,,3
Cluster_3593,,,3
Cluster_10870,,,3
Cluster_17030,,,3
Cluster_13883,,,3
Cluster_4871,,,3
Cluster_21964,,,3
Cluster_2827,,,3
Cluster_11846,,,3
Cluster_16814,,,3
Cluster_4584,,,3
Cluster_14303,,,3
Cluster_1874,,,3
Cluster_15648,,,3
Cluster_11958,,,3
Cluster_8495,,,3
Cluster_22336,,,3
Cluster_20267,,,3
Cluster_20984,,,3
Cluster_16735,,,3
Cluster_2714,,,3
Cluster_5579,,,3
Cluster_5956,,,3
Cluster_1919,,,3
Cluster_22334,,,3
Cluster_12699,,,3
Cluster_2931,,,3
Cluster_11231,,,3
Cluster_3375,,,3
Cluster_5034,,,3
Cluster_10641,,,3
Cluster_19374,,,3
Cluster_5051,,,3
Cluster_3670,,,3
Cluster_9498,,,3
Cluster_2358,,,3
Cluster_5258,,,3
Cluster_13857,,,3
Cluster_18558,,,3
Cluster_22229,,,3
Cluster_14176,,,3
Cluster_1088,,,3
Cluster_6261,,,3
Cluster_4783,,,3
Cluster_12488,,,3
Cluster_18166,,,3
Cluster_17064,,,3
Cluster_6091,,,3
Cluster_1749,,,3
Cluster_8164,,,3
Cluster_15987,,,3
Cluster_20820,,,3
Cluster_6097,,,3
Cluster_21017,,,3
Cluster_22123,,,3
Cluster_13240,,,3
Cluster_6004,,,3
Cluster_1991,,,3
Cluster_17559,,,3
Cluster_18733,,,3
Cluster_19446,,,3
Cluster_475,,,3
Cluster_2894,,,3
Cluster_11216,,,3
Cluster_16975,,,3
Cluster_7057,,,3
Cluster_631,,,3
Cluster_8334,,,3
Cluster_21847,,,3
Cluster_20886,,,3
Cluster_2959,,,3
Cluster_5492,,,3
Cluster_21207,,,3
Cluster_13644,,,3
Cluster_14974,,,3
Cluster_4009,,,3
Cluster_16333,,,3
Cluster_4994,,,3
Cluster_3837,,,3
Cluster_1955,,,3
Cluster_14220,,,3
Cluster_7054,,,3
Cluster_8759,,,3
Cluster_4640,,,3
Cluster_18670,,,3
Cluster_2081,,,3
Cluster_19740,,,3
Cluster_2210,,,3
Cluster_22646,,,3
Cluster_5450,,,3
Cluster_21853,,,3
Cluster_3724,,,3
Cluster_17908,,,3
Cluster_16000,,,3
Cluster_8646,,,3
Cluster_2363,,,3
Cluster_12092,,,3
Cluster_16919,,,3
Cluster_18365,,,3
Cluster_21074,,,3
Cluster_2174,,,3
Cluster_15988,,,3
Cluster_22084,,,3
Cluster_22178,,,3
Cluster_411,,,3
Cluster_3704,,,3
Cluster_7988,,,3
Cluster_7592,,,3
Cluster_7700,,,3
Cluster_14941,,,3
Cluster_20691,,,3
Cluster_3530,,,3
Cluster_11091,,,3
Cluster_8487,,,3
Cluster_12214,,,3
Cluster_582,,,3
Cluster_16903,,,3
Cluster_12969,,,3
Cluster_7954,,,3
Cluster_16236,,,3
Cluster_21029,,,3
Cluster_2686,,,3
Cluster_12211,,,3
Cluster_21562,,,3
Cluster_21743,,,3
Cluster_463,,,3
Cluster_4130,,,3
Cluster_5322,,,3
Cluster_17003,,,3
Cluster_13531,,,3
Cluster_19089,,,3
Cluster_10111,,,3
Cluster_13380,,,3
Cluster_1497,,,3
Cluster_13436,,,3
Cluster_13621,,,3
Cluster_10551,,,3
Cluster_3156,,,3
Cluster_14725,,,3
Cluster_21324,,,3
Cluster_5140,,,3
Cluster_21557,,,3
Cluster_21471,,,3
Cluster_12541,,,3
Cluster_6879,,,3
Cluster_20702,,,3
Cluster_5981,,,3
Cluster_450,,,3
Cluster_12756,,,3
Cluster_6962,,,3
Cluster_5519,,,3
Cluster_20097,,,3
Cluster_18306,,,3
Cluster_1569,,,3
Cluster_8874,,,3
Cluster_12822,,,3
Cluster_4168,,,3
Cluster_4382,,,3
Cluster_1576,,,3
Cluster_19409,,,3
Cluster_15594,,,3
Cluster_14065,,,3
Cluster_13507,,,3
Cluster_21126,,,3
Cluster_11229,,,3
Cluster_119,,,3
Cluster_8770,,,3
Cluster_785,,,3
Cluster_13750,,,3
Cluster_22389,,,3
Cluster_13547,,,3
Cluster_1341,,,3
Cluster_3094,,,3
Cluster_10315,,,3
Cluster_16610,,,3
Cluster_3312,,,3
Cluster_220,,,3
Cluster_14508,,,3
Cluster_19641,,,3
Cluster_11339,,,3
Cluster_12136,,,3
Cluster_4426,,,3
Cluster_2544,,,3
Cluster_1219,,,3
Cluster_9830,,,3
Cluster_3062,,,3
Cluster_15462,,,3
Cluster_12067,,,3
Cluster_9358,,,3
Cluster_8754,,,3
Cluster_3591,,,3
Cluster_5621,,,3
Cluster_6695,,,3
Cluster_7816,,,3
Cluster_14054,,,3
Cluster_19031,,,3
Cluster_13239,,,3
Cluster_7942,,,3
Cluster_1451,,,3
Cluster_19974,,,3
Cluster_19212,,,3
Cluster_4346,,,3
Cluster_9258,,,3
Cluster_12560,,,3
Cluster_14232,,,3
Cluster_18205,,,3
Cluster_896,,,3
Cluster_17513,,,3
Cluster_6079,,,3
Cluster_7613,,,3
Cluster_13897,,,3
Cluster_333,,,3
Cluster_10163,,,3
Cluster_13125,,,3
Cluster_15843,,,3
Cluster_1540,,,3
Cluster_7570,,,3
Cluster_3705,,,3
Cluster_11975,,,3
Cluster_4969,,,3
Cluster_442,,,3
Cluster_13329,,,3
Cluster_2425,,,3
Cluster_1946,,,3
Cluster_553,,,3
Cluster_7530,,,3
Cluster_2207,,,3
Cluster_6092,,,3
Cluster_1982,,,3
Cluster_18575,,,3
Cluster_9189,,,3
Cluster_18573,,,3
Cluster_21329,,,3
Cluster_4429,,,3
Cluster_22191,,,3
Cluster_9981,,,3
Cluster_11591,,,3
Cluster_14642,,,3
Cluster_7901,,,3
Cluster_6399,,,3
Cluster_10008,,,3
Cluster_19618,,,3
Cluster_15566,,,3
Cluster_120,,,3
Cluster_1002,,,3
Cluster_6298,,,3
Cluster_15291,,,3
Cluster_17469,,,3
Cluster_21113,,,3
Cluster_12456,,,3
Cluster_144,,,3
Cluster_1335,,,3
Cluster_4633,,,3
Cluster_7007,,,3
Cluster_3008,,,3
Cluster_10399,,,3
Cluster_17404,,,3
Cluster_4328,,,3
Cluster_4589,,,3
Cluster_18777,,,3
Cluster_3159,,,3
Cluster_3495,,,3
Cluster_12978,,,3
Cluster_12893,,,3
Cluster_7428,,,3
Cluster_16070,,,3
Cluster_15008,,,3
Cluster_20008,,,3
Cluster_13446,,,3
Cluster_16963,,,3
Cluster_8957,,,3
Cluster_666,,,3
Cluster_17873,,,3
Cluster_14521,,,3
Cluster_19006,,,3
Cluster_21725,,,3
Cluster_6730,,,3
Cluster_5921,,,3
Cluster_9482,,,3
Cluster_3567,,,3
Cluster_5453,,,3
Cluster_5346,,,3
Cluster_17050,,,3
Cluster_3247,,,3
Cluster_13803,,,3
Cluster_16983,,,3
Cluster_8314,,,3
Cluster_8054,,,3
Cluster_11317,,,3
Cluster_15304,,,3
Cluster_19171,,,3
Cluster_8553,,,3
Cluster_3845,,,3
Cluster_11074,,,3
Cluster_22212,,,3
Cluster_1520,,,3
Cluster_14340,,,3
Cluster_4298,,,3
Cluster_14800,,,3
Cluster_8477,,,3
Cluster_16352,,,3
Cluster_15078,,,3
Cluster_17231,,,3
Cluster_10384,,,3
Cluster_15451,,,3
Cluster_21563,,,3
Cluster_17433,,,3
Cluster_905,,,3
Cluster_7281,,,3
Cluster_15703,,,3
Cluster_19985,,,3
Cluster_10539,,,3
Cluster_4231,,,3
Cluster_21122,,,3
Cluster_14434,,,3
Cluster_4138,,,3
Cluster_15435,,,3
Cluster_17150,,,3
Cluster_17181,,,3
Cluster_22321,,,3
Cluster_6692,,,3
Cluster_1202,,,3
Cluster_4766,,,3
Cluster_2718,,,3
Cluster_10915,,,3
Cluster_13246,,,3
Cluster_4297,,,3
Cluster_15121,,,3
Cluster_305,,,3
Cluster_13755,,,3
Cluster_11912,,,3
Cluster_17641,,,3
Cluster_17730,,,3
Cluster_6351,,,3
Cluster_15500,,,3
Cluster_3600,,,3
Cluster_12884,,,3
Cluster_20353,,,3
Cluster_6611,,,3
Cluster_11025,,,3
Cluster_19799,,,3
Cluster_21219,,,3
Cluster_21846,,,3
Cluster_9985,,,3
Cluster_13067,,,3
Cluster_7290,,,3
Cluster_12017,,,3
Cluster_12930,,,3
Cluster_8196,,,3
Cluster_14502,,,3
Cluster_17728,,,3
Cluster_6741,,,3
Cluster_3302,,,3
Cluster_15806,,,3
Cluster_17085,,,3
Cluster_1288,,,3
Cluster_5426,,,3
Cluster_5948,,,3
Cluster_7276,,,3
Cluster_20073,,,3
Cluster_9959,,,3
Cluster_21446,,,3
Cluster_4826,,,3
Cluster_12062,,,3
Cluster_8131,,,3
Cluster_3158,,,3
Cluster_987,,,3
Cluster_16879,,,3
Cluster_22472,,,3
Cluster_17890,,,3
Cluster_19320,,,3
Cluster_16674,,,3
Cluster_1483,,,3
Cluster_21010,,,3
Cluster_18947,,,3
Cluster_2687,,,3
Cluster_19718,,,3
Cluster_1292,,,3
Cluster_2359,,,3
Cluster_10953,,,3
Cluster_14299,,,3
Cluster_4915,,,3
Cluster_9667,,,3
Cluster_9023,,,3
Cluster_18516,,,3
Cluster_8956,,,3
Cluster_17813,,,3
Cluster_21979,,,3
Cluster_18781,,,3
Cluster_20874,,,3
Cluster_10903,,,3
Cluster_3527,,,3
Cluster_9928,,,3
Cluster_17828,,,3
Cluster_20625,,,3
Cluster_16563,,,3
Cluster_3209,,,3
Cluster_12594,,,3
Cluster_20254,,,3
Cluster_5934,,,3
Cluster_3251,,,3
Cluster_6317,,,3
Cluster_16679,,,3
Cluster_8843,,,3
Cluster_1285,,,3
Cluster_13697,,,3
Cluster_6931,,,3
Cluster_3490,,,3
Cluster_3196,,,3
Cluster_880,,,3
Cluster_13929,,,3
Cluster_9430,,,3
Cluster_15046,,,3
Cluster_9778,,,3
Cluster_9852,,,3
Cluster_8283,,,3
Cluster_4448,,,3
Cluster_1502,,,3
Cluster_5228,,,3
Cluster_10601,,,3
Cluster_21019,,,3
Cluster_12944,,,3
Cluster_11796,,,3
Cluster_8607,,,3
Cluster_15215,,,3
Cluster_5201,,,3
Cluster_12322,,,3
Cluster_14114,,,3
Cluster_9582,,,3
Cluster_20198,,,3
Cluster_21566,,,3
Cluster_18769,,,3
Cluster_7238,,,3
Cluster_9139,,,3
Cluster_9357,,,3
Cluster_20970,,,3
Cluster_20126,,,3
Cluster_1733,,,3
Cluster_2416,,,3
Cluster_2999,,,3
Cluster_2427,,,3
Cluster_17705,,,3
Cluster_20704,,,3
Cluster_17296,,,3
Cluster_21123,,,3
Cluster_18712,,,3
Cluster_8090,,,3
Cluster_5412,,,3
Cluster_13223,,,3
Cluster_17607,,,3
Cluster_5763,,,3
Cluster_9365,,,3
Cluster_20087,,,3
Cluster_16873,,,3
Cluster_21617,,,3
Cluster_983,,,3
Cluster_19371,,,3
Cluster_19764,,,3
Cluster_12508,,,3
Cluster_10678,,,3
Cluster_6152,,,3
Cluster_21223,,,3
Cluster_14813,,,3
Cluster_21673,,,3
Cluster_9348,,,3
Cluster_21931,,,3
Cluster_8163,,,3
Cluster_11747,,,3
Cluster_5869,,,3
Cluster_610,,,3
Cluster_11797,,,3
Cluster_20377,,,3
Cluster_14337,,,3
Cluster_11380,,,3
Cluster_14505,,,3
Cluster_8360,,,3
Cluster_9490,,,3
Cluster_11916,,,3
Cluster_4666,,,3
Cluster_1860,,,3
Cluster_17047,,,3
Cluster_21985,,,3
Cluster_4366,,,3
Cluster_13424,,,3
Cluster_19129,,,3
Cluster_7157,,,3
Cluster_9124,,,3
Cluster_10746,,,3
Cluster_5989,,,3
Cluster_9383,,,3
Cluster_17300,,,3
Cluster_15320,,,3
Cluster_12233,,,3
Cluster_13763,,,3
Cluster_10550,,,3
Cluster_1059,,,3
Cluster_13428,,,3
Cluster_22640,,,3
Cluster_8507,,,3
Cluster_9371,,,3
Cluster_6863,,,3
Cluster_18471,,,3
Cluster_1847,,,3
Cluster_1548,,,3
Cluster_15369,,,3
Cluster_12987,,,3
Cluster_19375,,,3
Cluster_5018,,,3
Cluster_2514,,,3
Cluster_18333,,,3
Cluster_15086,,,3
Cluster_2580,,,3
Cluster_16583,,,3
Cluster_3954,,,3
Cluster_4844,,,3
Cluster_15934,,,3
Cluster_13425,,,3
Cluster_238,,,3
Cluster_12988,,,3
Cluster_20272,,,3
Cluster_19599,,,3
Cluster_21459,,,3
Cluster_11689,,,3
Cluster_19988,,,3
Cluster_11407,,,3
Cluster_3565,,,3
Cluster_3920,,,3
Cluster_2056,,,3
Cluster_20832,,,3
Cluster_8130,,,3
Cluster_16057,,,3
Cluster_20626,,,3
Cluster_8074,,,3
Cluster_9975,,,3
Cluster_3277,,,3
Cluster_7456,,,3
Cluster_13982,,,3
Cluster_11371,,,3
Cluster_1039,,,3
Cluster_19825,,,3
Cluster_6685,,,3
Cluster_11126,,,3
Cluster_16547,,,3
Cluster_17992,,,3
Cluster_12858,,,3
Cluster_19512,,,3
Cluster_6473,,,3
Cluster_7394,,,3
Cluster_1585,,,3
Cluster_21225,,,3
Cluster_10462,,,3
Cluster_19822,,,3
Cluster_1527,,,3
Cluster_18531,,,3
Cluster_11336,,,3
Cluster_18363,,,3
Cluster_4309,,,3
Cluster_21224,,,3
Cluster_16812,,,3
Cluster_16229,,,3
Cluster_15253,,,3
Cluster_18403,,,3
Cluster_22167,,,3
Cluster_17226,,,3
Cluster_2691,,,3
Cluster_54,,,3
Cluster_16279,,,3
Cluster_19015,,,3
Cluster_18215,,,3
Cluster_20279,,,3
Cluster_9968,,,3
Cluster_2885,,,3
Cluster_21571,,,3
Cluster_12618,,,3
Cluster_17108,,,3
Cluster_22078,,,3
Cluster_11515,,,3
Cluster_14892,,,3
Cluster_11482,,,3
Cluster_7619,,,3
Cluster_500,,,3
Cluster_16514,,,3
Cluster_2102,,,3
Cluster_5952,,,3
Cluster_415,,,3
Cluster_8133,,,3
Cluster_16833,,,3
Cluster_17464,,,3
Cluster_12885,,,3
Cluster_2430,,,3
Cluster_20996,,,3
Cluster_15776,,,3
Cluster_20881,,,3
Cluster_8645,,,3
Cluster_7506,,,3
Cluster_12748,,,3
Cluster_15852,,,3
Cluster_22332,,,3
Cluster_18158,,,3
Cluster_14401,,,3
Cluster_2282,,,3
Cluster_15015,,,3
Cluster_7765,,,3
Cluster_20085,,,3
Cluster_2744,,,3
Cluster_942,,,3
Cluster_10469,,,3
Cluster_12458,,,3
Cluster_8201,,,3
Cluster_4431,,,3
Cluster_1583,,,3
Cluster_12069,,,3
Cluster_15760,,,3
Cluster_14512,,,3
Cluster_8237,,,3
Cluster_13536,,,3
Cluster_12761,,,3
Cluster_18688,,,3
Cluster_10145,,,3
Cluster_19434,,,3
Cluster_20701,,,3
Cluster_13733,,,3
Cluster_18270,,,3
Cluster_19692,,,3
Cluster_4795,,,3
Cluster_6229,,,3
Cluster_2224,,,3
Cluster_13321,,,3
Cluster_4457,,,3
Cluster_12005,,,3
Cluster_16154,,,3
Cluster_10785,,,3
Cluster_16604,,,3
Cluster_13060,,,3
Cluster_13654,,,3
Cluster_17127,,,3
Cluster_9116,,,3
Cluster_17554,,,3
Cluster_11105,,,3
Cluster_14657,,,3
Cluster_18939,,,3
Cluster_5187,,,3
Cluster_2957,,,3
Cluster_17818,,,3
Cluster_18096,,,3
Cluster_13143,,,3
Cluster_8670,,,3
Cluster_13255,,,3
Cluster_18368,,,3
Cluster_19323,,,3
Cluster_7742,,,3
Cluster_9986,,,3
Cluster_19994,,,3
Cluster_16505,,,3
Cluster_18532,,,3
Cluster_22598,,,3
Cluster_17709,,,3
Cluster_10086,,,3
Cluster_16434,,,3
Cluster_13696,,,3
Cluster_5127,,,3
Cluster_12548,,,3
Cluster_4695,,,3
Cluster_1019,,,3
Cluster_20072,,,3
Cluster_2276,,,3
Cluster_13494,,,3
Cluster_13515,,,3
Cluster_7257,,,3
Cluster_13170,,,3
Cluster_3252,,,3
Cluster_13746,,,3
Cluster_15725,,,3
Cluster_18738,,,3
Cluster_13138,,,3
Cluster_11586,,,3
Cluster_13167,,,3
Cluster_4617,,,3
Cluster_17789,,,3
Cluster_21622,,,3
Cluster_16075,,,3
Cluster_9154,,,3
Cluster_4008,,,3
Cluster_20692,,,3
Cluster_8407,,,3
Cluster_13200,,,3
Cluster_6062,,,3
Cluster_4497,,,3
Cluster_12324,,,3
Cluster_15289,,,3
Cluster_20585,,,3
Cluster_17551,,,3
Cluster_7053,,,3
Cluster_16066,,,3
Cluster_9508,,,3
Cluster_22297,,,3
Cluster_2719,,,3
Cluster_20043,,,3
Cluster_15674,,,3
Cluster_15917,,,3
Cluster_10635,,,3
Cluster_3549,,,3
Cluster_7174,,,3
Cluster_19872,,,3
Cluster_2679,,,3
Cluster_8123,,,3
Cluster_8238,,,3
Cluster_11739,,,3
Cluster_16431,,,3
Cluster_20826,,,3
Cluster_6718,,,3
Cluster_9894,,,3
Cluster_8517,,,3
Cluster_10527,,,3
Cluster_15701,,,3
Cluster_14245,,,3
Cluster_19124,,,3
Cluster_8452,,,3
Cluster_339,,,3
Cluster_8263,,,3
Cluster_10199,,,3
Cluster_9216,,,3
Cluster_11569,,,3
Cluster_15317,,,3
Cluster_6095,,,3
Cluster_16738,,,3
Cluster_7764,,,3
Cluster_16572,,,3
Cluster_22207,,,3
Cluster_8017,,,3
Cluster_14869,,,3
Cluster_1055,,,3
Cluster_19724,,,3
Cluster_4436,,,3
Cluster_13423,,,3
