"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p"
"Cluster_9266","","","312","9","27","404","92.03539823008849","97.82082324455206","518.716049382716","2.670971555327487e-164","5.871329672920883e-160","5.742190958357776e-160"
"Cluster_10845","","","26","403","313","10","7.669616519174041","2.4213075060532687","0.0020612181799443473","5.2244481469909705e-164","1.1484381916715553e-159","5.742190958357776e-160"
"Cluster_10376","","","293","0","46","413","86.4306784660767","100.0","inf","2.709649097831056e-160","5.956350646852227e-156","1.985450215617409e-156"
"Cluster_15746","","","299","4","40","409","88.20058997050147","99.0314769975787","764.31875","4.803410005769389e-158","1.0558855874682271e-153","2.6397139686705677e-154"
"Cluster_20048","","","290","0","49","413","85.54572271386431","100.0","inf","2.4014779880494828e-157","5.278928913330373e-153","1.0557857826660747e-153"
"Cluster_15056","","","45","409","294","4","13.274336283185843","0.9685230024213075","0.00149693129085375","5.782224798735454e-153","1.2710486552580275e-148","2.118414425430046e-149"
"Cluster_11102","","","47","408","292","5","13.864306784660767","1.2106537530266344","0.001972535589578297","2.8787784253615637e-149","6.328130734629789e-145","7.910163418287236e-146"
"Cluster_11152","","","292","5","47","408","86.13569321533923","98.78934624697337","506.9617021276596","2.8787784253615637e-149","6.328130734629789e-145","7.910163418287236e-146"
"Cluster_11660","","","289","4","50","409","85.25073746312685","99.0314769975787","591.005","4.2358623676072406e-148","9.311272656474236e-144","1.0345858507193596e-144"
"Cluster_8442","","","290","5","49","408","85.54572271386431","98.78934624697337","482.9387755102041","2.4655966769577746e-147","5.41987461528858e-143","5.419874615288579e-144"
"Cluster_7191","","","48","407","291","6","14.15929203539823","1.4527845036319613","0.002431672534765318","1.1913992070260816e-146","2.6189337368847324e-142","2.380848851713393e-143"
"Cluster_21394","","","62","413","277","0","18.289085545722713","0.0","0.0","2.464645023118673e-145","5.417782689819467e-141","4.51481890818289e-142"
"Cluster_6686","","","42","401","297","12","12.389380530973451","2.9055690072639226","0.004231844630847125","9.550967904526557e-144","2.099493764773028e-139","1.6149952036715599e-140"
"Cluster_2796","","","288","9","51","404","84.95575221238938","97.82082324455206","253.49019607843138","3.0925000451220864e-139","6.797933599187371e-135","4.539211697358699e-136"
"Cluster_1667","","","15","368","324","45","4.424778761061947","10.895883777239709","0.005661231884057971","3.0974513447539118e-139","6.808817546038048e-135","4.539211697358699e-136"
"Cluster_6577","","","44","396","295","17","12.979351032448378","4.116222760290557","0.0064030131826741995","2.109829596393636e-135","4.637827418792491e-131","2.898642136745307e-132"
"Cluster_7029","","","47","398","292","15","13.864306784660767","3.631961259079903","0.006066290355889035","5.651801212200026e-135","1.2423789424658099e-130","7.30811142626947e-132"
"Cluster_11313","","","260","0","79","413","76.69616519174042","100.0","inf","3.8019458532650813e-131","8.357437374647302e-127","4.643020763692946e-128"
"Cluster_16703","","","14","356","325","57","4.129793510324483","13.801452784503631","0.006897147796024201","2.119621040959394e-130","4.65935097223694e-126","2.452289985387863e-127"
"Cluster_15006","","","259","0","80","413","76.40117994100295","100.0","inf","2.3429491320732583e-130","5.150270782123436e-126","2.4525098962492554e-127"
"Cluster_16551","","","259","0","80","413","76.40117994100295","100.0","inf","2.3429491320732583e-130","5.150270782123436e-126","2.4525098962492554e-127"
"Cluster_16263","","","257","0","82","413","75.81120943952803","100.0","inf","8.625735490302185e-129","1.8961091754782264e-124","8.618678070355574e-126"
"Cluster_5284","","","256","0","83","413","75.51622418879056","100.0","inf","5.154656389385243e-128","1.133096567514664e-123","4.926506815281148e-125"
"Cluster_6373","","","48","392","291","21","14.15929203539823","5.084745762711865","0.008836524300441826","5.666577489238711e-127","1.2456270636844534e-122","5.190112765351889e-124"
"Cluster_10147","","","251","0","88","413","74.04129793510324","100.0","inf","3.3923069329280767e-124","7.456969099962498e-120","2.9827876399849994e-121"
"Cluster_10702","","","290","23","49","390","85.54572271386431","94.43099273607749","100.35492457852706","7.259600406334002e-124","1.5958053613203404e-119","6.137712928155155e-121"
"Cluster_7408","","","304","38","35","375","89.67551622418878","90.79903147699758","85.71428571428571","1.5267451766126006e-122","3.3560912472298184e-118","1.242996758233266e-119"
"Cluster_15875","","","261","5","78","408","76.99115044247787","98.78934624697337","273.04615384615386","2.746113188908174e-122","6.0365060118579485e-118","2.1558950042349815e-119"
"Cluster_15761","","","88","412","251","1","25.958702064896755","0.24213075060532688","0.0008509650717518276","7.053019148931711e-122","1.5503946693181687e-117","5.346188514890237e-119"
"Cluster_15756","","","48","387","291","26","14.15929203539823","6.2953995157385","0.011081808252750474","1.3930247188665277e-121","3.0621469370124014e-117","1.0207156456708005e-118"
"Cluster_8406","","","14","333","325","80","4.129793510324483","19.37046004842615","0.010348810348810349","2.5047198399652723e-113","5.505875152211662e-109","1.7760887587779554e-110"
"Cluster_22007","","","16","329","323","84","4.71976401179941","20.33898305084746","0.012647388182596668","4.210508539676881e-108","9.25553987191772e-104","2.8923562099742875e-105"
"Cluster_1582","","","291","48","48","365","85.84070796460178","88.37772397094432","46.100260416666664","8.704304723091879e-102","1.9133802642300567e-97","5.798122012818354e-99"
"Cluster_22152","","","292","50","47","363","86.13569321533923","87.89346246973365","45.10468085106383","3.560440518209458e-101","7.82656034712803e-97","2.3019295138611854e-98"
"Cluster_20152","","","289","47","50","366","85.25073746312685","88.61985472154964","45.01021276595745","5.863291358722543e-101","1.2888687064743894e-96","3.6824820184982554e-98"
"Cluster_10451","","","74","387","265","26","21.828908554572273","6.2953995157385","0.018760665009019552","4.168522542350173e-100","9.16324625259415e-96","2.5453461812761526e-97"
"Cluster_6381","","","43","357","296","56","12.684365781710916","13.559322033898304","0.02278749337572867","7.546682099659994e-100","1.6589116591472598e-95","4.483545024722324e-97"
"Cluster_5303","","","236","8","103","405","69.6165191740413","98.06295399515739","115.99514563106796","1.1776105686711007e-99","2.5886235520528136e-95","6.812167242244246e-97"
"Cluster_16162","","","40","352","299","61","11.799410029498524","14.769975786924938","0.023183338400729704","3.957939492258447e-99","8.700342591882518e-95","2.2308570748416714e-96"
"Cluster_3667","","","289","50","50","363","85.25073746312685","87.89346246973365","41.9628","1.9821605960549936e-98","4.357185422248087e-94","1.0892963555620217e-95"
"Cluster_15170","","","293","56","46","357","86.4306784660767","86.4406779661017","40.60597826086956","1.9543648216434104e-97","4.296084750936544e-93","1.0478255490089132e-94"
"Cluster_10409","","","26","328","313","85","7.669616519174041","20.581113801452787","0.021526533156705368","2.7032613923652844e-96","5.942309192697368e-92","1.4148355220708018e-93"
"Cluster_15109","","","286","50","53","363","84.36578171091446","87.89346246973365","39.17660377358491","4.477037341037893e-96","9.841423483069496e-92","2.2887031355975574e-93"
"Cluster_5477","","","283","47","56","366","83.48082595870207","88.61985472154964","39.35334346504559","5.991652382391968e-96","1.3170850266974024e-91","2.9933750606759145e-93"
"Cluster_11661","","","291","56","48","357","85.84070796460178","86.4406779661017","38.6484375","8.992606554051121e-96","1.9767547727115175e-91","4.297292984155473e-93"
"Cluster_11825","","","291","56","48","357","85.84070796460178","86.4406779661017","38.6484375","8.992606554051121e-96","1.9767547727115175e-91","4.297292984155473e-93"
"Cluster_18870","","","290","55","49","358","85.54572271386431","86.68280871670703","38.52319109461967","2.0583213638573824e-95","4.524602022031298e-91","9.626812812832549e-93"
"Cluster_18605","","","288","54","51","359","84.95575221238938","86.92493946731234","37.54248366013072","1.0577521662418867e-94","2.325150811832915e-90","4.844064191318573e-92"
"Cluster_10378","","","249","21","90","392","73.45132743362832","94.91525423728814","51.644444444444446","1.6204817670396303e-93","3.5621430203065155e-89","7.269679633278603e-91"
"Cluster_4947","","","203","0","136","413","59.882005899705014","100.0","inf","6.541437861971824e-92","1.4379388708186464e-87","2.8758777416372927e-89"
"Cluster_4552","","","201","0","138","413","59.29203539823009","100.0","inf","1.0485468867403012e-90","2.30491576643253e-86","4.519442679279471e-88"
"Cluster_14320","","","234","15","105","398","69.02654867256636","96.3680387409201","59.13142857142857","8.742701538345749e-90","1.9218206521591625e-85","3.6958089464599277e-87"
"Cluster_9073","","","272","45","67","368","80.23598820058997","89.10411622276028","33.19933665008292","7.311544319346059e-89","1.6072236722786508e-84","3.032497494865379e-86"
"Cluster_20653","","","283","57","56","356","83.48082595870207","86.19854721549636","31.56265664160401","1.6464549340932032e-88","3.619237236123679e-84","6.702291178006813e-86"
"Cluster_16410","","","257","33","82","380","75.81120943952803","92.00968523002422","36.09016999260902","6.565229116640473e-88","1.4431686644199088e-83","2.623943026218016e-85"
"Cluster_16770","","","270","47","69","366","79.64601769911505","88.61985472154964","30.471785383903793","4.926255390539061e-86","1.0828894599482965e-81","1.933731178479101e-83"
"Cluster_1813","","","275","52","64","361","81.12094395280236","87.40920096852301","29.830228365384617","5.832064360383986e-86","1.2820043876996078e-81","2.249130504736154e-83"
"Cluster_5004","","","234","19","105","394","69.02654867256636","95.39951573849879","46.213533834586464","1.5782006685242958e-85","3.469200709550107e-81","5.981380533707081e-83"
"Cluster_7067","","","294","78","45","335","86.72566371681415","81.1138014527845","28.05982905982906","2.0821774818391484e-83","4.577042540578816e-79","7.757699221320027e-81"
"Cluster_1397","","","270","51","69","362","79.64601769911505","87.65133171912834","27.774936061381073","6.202499539818837e-83","1.3634334488429767e-78","2.2723890814049614e-80"
"Cluster_2646","","","260","42","79","371","76.69616519174042","89.83050847457628","29.071729957805907","1.6182654754018775e-82","3.557271168028407e-78","5.831592078735093e-80"
"Cluster_5847","","","34","317","305","96","10.029498525073747","23.24455205811138","0.0337591146506697","5.825835919105618e-82","1.280635251737797e-77","2.06554072860935e-79"
"Cluster_9916","","","244","33","95","380","71.976401179941","92.00968523002422","29.575757575757574","3.0628886099970415e-79","6.732841742495496e-75","1.0687050384913486e-76"
"Cluster_13282","","","225","20","114","393","66.3716814159292","95.15738498789347","38.7828947368421","6.32564650305187e-79","1.3905036143008622e-74","2.172661897345097e-76"
"Cluster_18865","","","269","58","70","355","79.35103244837758","85.95641646489103","23.52093596059113","2.9202734078030557e-77","6.419345005032676e-73","9.875915392357964e-75"
"Cluster_12805","","","240","33","99","380","70.79646017699115","92.00968523002422","27.915518824609734","9.935292934769937e-77","2.1839760929211276e-72","3.3090546862441326e-74"
"Cluster_14670","","","268","58","71","355","79.05604719764013","85.95641646489103","23.103448275862068","1.231085609184012e-76","2.706172386108295e-72","3.979665273688669e-74"
"Cluster_17196","","","268","58","71","355","79.05604719764013","85.95641646489103","23.103448275862068","1.231085609184012e-76","2.706172386108295e-72","3.979665273688669e-74"
"Cluster_10459","","","21","284","318","129","6.1946902654867255","31.234866828087167","0.029996013818761626","1.6285724254811895e-76","3.5799279056927507e-72","5.1883013125981896e-74"
"Cluster_1546","","","35","306","304","107","10.32448377581121","25.907990314769975","0.040258427932576536","7.534526519852373e-75","1.6562396195939484e-70","2.3660565994199266e-72"
"Cluster_11969","","","259","53","80","360","76.40117994100295","87.16707021791767","21.99056603773585","7.398832462338675e-74","1.6264113518712877e-69","2.290720213903222e-71"
"Cluster_2535","","","28","292","311","121","8.259587020648967","29.297820823244553","0.037307844778223145","1.0237999613349e-73","2.250517075006377e-69","3.1257181597310793e-71"
"Cluster_2291","","","266","61","73","352","78.46607669616519","85.23002421307507","21.026723557152483","1.7598753796605783e-73","3.868558059569883e-69","5.299394602150525e-71"
"Cluster_4100","","","251","48","88","365","74.04129793510324","88.37772397094432","21.689157196969695","2.173612169156578e-72","4.77803427023999e-68","6.456803067891879e-70"
"Cluster_11400","","","328","160","11","253","96.7551622418879","61.25907990314769","47.15","3.558584846969942e-72","7.822481210609327e-68","1.0429974947479103e-69"
"Cluster_18608","","","37","303","302","110","10.914454277286136","26.634382566585955","0.04447795772954779","1.471805306007811e-71","3.2353224236663704e-67","4.2570031890346976e-69"
"Cluster_454","","","255","54","84","359","75.22123893805309","86.92493946731234","20.181878306878307","1.0007586597631099e-70","2.199867685891268e-66","2.8569710206380105e-68"
"Cluster_13214","","","50","320","289","93","14.749262536873156","22.518159806295397","0.05028114186851211","1.3974401508794378e-70","3.0718529396631803e-66","3.9382729995681795e-68"
"Cluster_12646","","","1","217","338","196","0.2949852507374631","47.45762711864407","0.0026722656995609847","1.7150790206840324e-70","3.77008670326764e-66","4.772261649705874e-68"
"Cluster_14322","","","224","30","115","383","66.07669616519173","92.7360774818402","24.867246376811593","1.6631112072528958e-69","3.6558510557833155e-65","4.569813819729144e-67"
"Cluster_14861","","","218","26","121","387","64.30678466076697","93.7046004842615","26.816910362364908","2.743137954657415e-69","6.0299658519279305e-65","7.444402286330778e-67"
"Cluster_6286","","","20","266","319","147","5.899705014749262","35.59322033898305","0.034647747896386735","1.0466931681967888e-68","2.300840922330181e-64","2.805903563817294e-66"
"Cluster_963","","","221","29","118","384","65.19174041297934","92.97820823244552","24.799532437171244","1.6163948510642633e-68","3.553159161609464e-64","4.2809146525415225e-66"
"Cluster_3231","","","325","161","14","252","95.87020648967551","61.016949152542374","36.33540372670807","1.852734184606148e-68","4.0726802846012344e-64","4.848428910239565e-66"
"Cluster_14924","","","263","66","76","347","77.5811209439528","84.01937046004842","18.193979266347686","2.8388231656731234e-68","6.24030108278266e-64","7.341530685626658e-66"
"Cluster_21797","","","1","209","338","204","0.2949852507374631","49.39467312348668","0.002887800458650661","3.549384140184539e-67","7.802256216953654e-63","9.07239094994611e-65"
"Cluster_8859","","","11","242","328","171","3.2448377581120944","41.404358353510894","0.023697339246119734","3.795757089546214e-67","8.343833234240487e-63","9.590612912920101e-65"
"Cluster_17665","","","14","248","325","165","4.129793510324483","39.95157384987893","0.02866004962779156","1.3586772775697953e-66","2.986644391553924e-62","3.3939140813112775e-64"
"Cluster_952","","","214","27","125","386","63.12684365781711","93.46246973365618","24.47525925925926","3.406226139597467e-66","7.4875663000631524e-62","8.412995842767586e-64"
"Cluster_2991","","","15","247","324","166","4.424778761061947","40.19370460048426","0.031114110061478482","4.136810253117649e-65","9.093536298403218e-61","1.010392922044802e-62"
"Cluster_17765","","","189","14","150","399","55.75221238938053","96.61016949152543","35.91","2.1275631189488044e-64","4.676809248073262e-60","5.1393508220585295e-62"
"Cluster_778","","","203","24","136","389","59.882005899705014","94.18886198547214","24.19332107843137","1.0122559205633826e-62","2.2251409645824276e-58","2.418631483241769e-60"
"Cluster_12049","","","314","150","25","263","92.62536873156341","63.68038740920097","22.021866666666668","1.3449503452859647e-62","2.9564698490076075e-58","3.178999837642589e-60"
"Cluster_819","","","4","210","335","203","1.1799410029498525","49.152542372881356","0.01154228855721393","2.0143615925842427e-62","4.427969652818682e-58","4.7106060136368956e-60"
"Cluster_20065","","","15","239","324","174","4.424778761061947","42.13075060532688","0.03370525337052534","1.2093408869083051e-61","2.6583731376018366e-57","2.798287513265091e-59"
"Cluster_4875","","","239","54","100","359","70.50147492625368","86.92493946731234","15.889074074074074","3.43025477332804e-61","7.540386042729697e-57","7.854568794510101e-59"
"Cluster_22397","","","210","31","129","382","61.94690265486725","92.49394673123487","20.060015003750937","6.912304410319157e-61","1.519462755476357e-56","1.566456448944698e-58"
"Cluster_19149","","","3","201","336","212","0.8849557522123894","51.3317191283293","0.009417199715707179","1.86084461776482e-60","4.090508638770627e-56","4.1739884069088034e-58"
"Cluster_12481","","","15","236","324","177","4.424778761061947","42.857142857142854","0.034722222222222224","2.5101754245140485e-60","5.517867618166781e-56","5.573603654713921e-58"
"Cluster_1406","","","236","53","103","360","69.6165191740413","87.16707021791767","15.56328997984979","5.353187901627274e-60","1.1767377645357073e-55","1.1767377645357073e-57"
"Cluster_20459","","","236","54","103","359","69.6165191740413","86.92493946731234","15.23265012585401","2.6716111762290038e-59","5.872735687586596e-55","5.814589789689699e-57"
"Cluster_17622","","","329","192","10","221","97.05014749262537","53.510895883777245","37.86927083333333","3.377458210427905e-59","7.424328638162621e-55","7.278753566826099e-57"
"Cluster_1478","","","193","22","146","391","56.932153392330385","94.67312348668281","23.494084682440846","5.722545622455164e-59","1.2579299787280941e-54","1.2212912414835864e-56"
"Cluster_13281","","","142","0","197","413","41.88790560471977","100.0","inf","8.621669133249653e-59","1.8952153088709388e-54","1.8223224123759026e-56"
"Cluster_1861","","","149","2","190","411","43.95280235988201","99.51573849878935","161.15526315789472","1.5681208227443775e-58","3.4470431925566904e-54","3.2828982786254194e-56"
"Cluster_12972","","","3","196","336","217","0.8849557522123894","52.54237288135594","0.009885204081632654","2.097579891561015e-58","4.610900117629423e-54","4.349905771348513e-56"
"Cluster_12486","","","2","190","337","223","0.5899705014749262","53.99515738498789","0.00696548492893956","1.2284434869008124e-57","2.700364472905366e-53","2.5237051148648277e-55"
"Cluster_4414","","","229","51","110","362","67.55162241887905","87.65133171912834","14.776827094474154","2.3034001309883324e-57","5.063334167938552e-53","4.6882723777208816e-55"
"Cluster_21255","","","202","413","137","0","59.587020648967545","0.0","0.0","2.332342128454818e-56","5.126954466769381e-52","4.7036279511645695e-54"
"Cluster_667","","","29","252","310","161","8.55457227138643","38.983050847457626","0.059767025089605734","2.6955249084594034e-54","5.92530285377546e-50","5.386638957977691e-52"
"Cluster_13956","","","13","215","326","198","3.8348082595870205","47.94188861985472","0.03672421172777857","1.1736024645674504e-53","2.5798129376121695e-49","2.3241557996506033e-51"
"Cluster_5443","","","187","25","152","388","55.16224188790561","93.94673123486683","19.093684210526316","1.2114276569764212e-53","2.662960275565569e-49","2.377643103183544e-51"
"Cluster_4335","","","15","218","324","195","4.424778761061947","47.21549636803874","0.0414118246687054","1.0132334030357975e-52","2.22728966655329e-48","1.9710528022595485e-50"
